"Page Title:","Home | University of Illinois Urbana-Champaign"
"Page URL:","https://illinois.edu/"
"Date:","2022-08-29"
"Time:","14:17:25"
"Source:","AInspector 2.1.beta1"


"Rule ID","COLOR 1"
"Summary","Text must exceed CCR threshold"
"Definition","Text content must exceed Color Contrast Ratio (CCR) of 3.1 for large and/or bolded text and 4.5 for any other size or style of text."
"WCAG Success Criteria","Success Criterion 1.4.3 Contrast (Minimum) (Primary)"
"Compliance","WCAG Level AA, Required"
"Rule Scope","element"

"Number of results with"
"Violations","3"
"Warnings","0"
"Manual Checks","0"
"Passed","262"
"Hidden","92"

"Element Results"
"element","result","resultValue","position","role","action","name","name source","color contrast ratio","color","color hex","background color","background color hex","font family","font size","font weight","large font","background image","background repeat","background position","href","tabindex","class","onclick","style","target","id","for","rel","aria-label"
"a","P","2","868","link","CCR of 14.6 exceeds 4.5.","Feedback","contents","14.6","rgb(255, 255, 255)","#ffffff","rgb(0, 40, 85)","#002855","""proxima-nova-alt"", sans-serif","15","600","no","none","repeat","0% 0%","resources/contact.html#site-feedback","","","","","","","","",""
"button","P","2","902","button","CCR of 11.1 exceeds 4.5.","About Cookies","contents","11.1","rgb(255, 255, 255)","#ffffff","rgb(30, 56, 119)","#1e3877","""Source Sans Variable"", ""Source Sans"", sans-serif","14","400","no","none","repeat","0% 0%","","","ot-sdk-show-settings","","","","ot-sdk-btn","","",""
"h1","H","1","10","heading","CCR was not tested since the text is hidden from assistive technologies.","University of Illinois Urbana-Champaign","contents","1.7","rgb(68, 77, 86)","#444d56","rgb(0, 40, 85)","#002855","""ff-meta-serif-web-pro"", Georgia, serif","42","500","Yes","none","repeat","0% 0%","","","visiblyhidden","","","","","","",""
"label","H","1","20","generic","CCR was not tested since the text is hidden from assistive technologies.","Enter Keyword, Phrase, or Name","contents","7.8","rgb(68, 77, 86)","#444d56","rgb(244, 244, 242)","#f4f4f2","""proxima-nova-alt"", sans-serif","18","400","Yes","none","repeat","0% 0%","","","visiblyhidden","","","","","q","",""
"h3","H","1","21","heading","CCR was not tested since the text is hidden from assistive technologies.","Search Website","contents","10.4","rgb(38, 59, 84)","#263b54","rgb(244, 244, 242)","#f4f4f2","""proxima-nova-alt"", sans-serif","19","600","Yes","none","repeat","0% 0%","","","visiblyhidden","","","","","","",""
"h2","H","1","35","heading","CCR was not tested since the text is hidden from assistive technologies.","Quicklinks","contents","1.4","rgb(218, 218, 217)","#dadad9","rgb(255, 255, 255)","#ffffff","""ff-meta-serif-web-pro"", Georgia, serif","23","500","Yes","none","repeat","0% 0%","","","visiblyhidden","","","","","","",""
"h2","H","1","75","heading","CCR was not tested since the text is hidden from assistive technologies.","About Links","contents","11.4","rgb(38, 59, 84)","#263b54","rgb(255, 255, 255)","#ffffff","""ff-meta-serif-web-pro"", Georgia, serif","23","500","Yes","none","repeat","0% 0%","","","submenu-group-header links","","","","","","",""
"span","H","1","94","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","7.8","rgb(68, 77, 86)","#444d56","rgb(244, 244, 242)","#f4f4f2","""proxima-nova-alt"", sans-serif","14","600","no","none","repeat","0% 0%","","","visiblyhidden","","","","","","",""
"h2","H","1","110","heading","CCR was not tested since the text is hidden from assistive technologies.","Admissions Links","contents","11.4","rgb(38, 59, 84)","#263b54","rgb(255, 255, 255)","#ffffff","""ff-meta-serif-web-pro"", Georgia, serif","23","500","Yes","none","repeat","0% 0%","","","submenu-group-header links","","","","","","",""
"span","H","1","143","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","7.8","rgb(68, 77, 86)","#444d56","rgb(244, 244, 242)","#f4f4f2","""proxima-nova-alt"", sans-serif","14","600","no","none","repeat","0% 0%","","","visiblyhidden","","","","","","",""
"h2","H","1","159","heading","CCR was not tested since the text is hidden from assistive technologies.","Academics Links","contents","11.4","rgb(38, 59, 84)","#263b54","rgb(255, 255, 255)","#ffffff","""ff-meta-serif-web-pro"", Georgia, serif","23","500","Yes","none","repeat","0% 0%","","","submenu-group-header links","","","","","","",""
"span","H","1","186","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","7.8","rgb(68, 77, 86)","#444d56","rgb(244, 244, 242)","#f4f4f2","""proxima-nova-alt"", sans-serif","14","600","no","none","repeat","0% 0%","","","visiblyhidden","","","","","","",""
"h2","H","1","206","heading","CCR was not tested since the text is hidden from assistive technologies.","Research Links","contents","11.4","rgb(38, 59, 84)","#263b54","rgb(255, 255, 255)","#ffffff","""ff-meta-serif-web-pro"", Georgia, serif","23","500","Yes","none","repeat","0% 0%","","","submenu-group-header links","","","","","","",""
"span","H","1","229","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","7.8","rgb(68, 77, 86)","#444d56","rgb(244, 244, 242)","#f4f4f2","""proxima-nova-alt"", sans-serif","14","600","no","none","repeat","0% 0%","","","visiblyhidden","","","","","","",""
"h2","H","1","245","heading","CCR was not tested since the text is hidden from assistive technologies.","Outreach Links","contents","11.4","rgb(38, 59, 84)","#263b54","rgb(255, 255, 255)","#ffffff","""ff-meta-serif-web-pro"", Georgia, serif","23","500","Yes","none","repeat","0% 0%","","","submenu-group-header links","","","","","","",""
"span","H","1","260","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","7.8","rgb(68, 77, 86)","#444d56","rgb(244, 244, 242)","#f4f4f2","""proxima-nova-alt"", sans-serif","14","600","no","none","repeat","0% 0%","","","visiblyhidden","","","","","","",""
"h2","H","1","274","heading","CCR was not tested since the text is hidden from assistive technologies.","International Links","contents","11.4","rgb(38, 59, 84)","#263b54","rgb(255, 255, 255)","#ffffff","""ff-meta-serif-web-pro"", Georgia, serif","23","500","Yes","none","repeat","0% 0%","","","submenu-group-header links","","","","","","",""
"span","H","1","297","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","7.8","rgb(68, 77, 86)","#444d56","rgb(244, 244, 242)","#f4f4f2","""proxima-nova-alt"", sans-serif","14","600","no","none","repeat","0% 0%","","","visiblyhidden","","","","","","",""
"h2","H","1","311","heading","CCR was not tested since the text is hidden from assistive technologies.","Arts & Culture Links","contents","11.4","rgb(38, 59, 84)","#263b54","rgb(255, 255, 255)","#ffffff","""ff-meta-serif-web-pro"", Georgia, serif","23","500","Yes","none","repeat","0% 0%","","","submenu-group-header links","","","","","","",""
"h2","H","1","341","heading","CCR was not tested since the text is hidden from assistive technologies.","Athletics Links","contents","11.4","rgb(38, 59, 84)","#263b54","rgb(255, 255, 255)","#ffffff","""ff-meta-serif-web-pro"", Georgia, serif","23","500","Yes","none","repeat","0% 0%","","","submenu-group-header links","","","","","","",""
"span","H","1","356","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","7.8","rgb(68, 77, 86)","#444d56","rgb(244, 244, 242)","#f4f4f2","""proxima-nova-alt"", sans-serif","14","600","no","none","repeat","0% 0%","","","visiblyhidden","","","","","","",""
"p","H","1","363","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","1.7","rgb(68, 77, 86)","#444d56","rgb(0, 40, 85)","#002855","""proxima-nova-alt"", sans-serif","14","400","no","none","repeat","0% 0%","","","mobile-nav-close","","","","","","",""
"h1","H","1","369","heading","CCR was not tested since the text is hidden from assistive technologies.","Home","contents","8.6","rgb(68, 77, 86)","#444d56","rgb(255,255,255)","#ffffff","""ff-meta-serif-web-pro"", Georgia, serif","42","500","Yes","none","repeat","0% 0%","","","visiblyhidden","","","","","","",""
"h2","H","1","371","heading","CCR was not tested since the text is hidden from assistive technologies.","Homepage Feature Stories","contents","11.4","rgb(38, 59, 84)","#263b54","rgb(255,255,255)","#ffffff","""ff-meta-serif-web-pro"", Georgia, serif","23","500","Yes","none","repeat","0% 0%","","","visiblyhidden","","","","","","",""
"h2","H","1","392","heading","CCR was not tested since the text is hidden from assistive technologies.","","none","1.1","rgb(255, 255, 255)","#000000","rgba(19, 28, 45, 0.75)","#0e1522","""proxima-nova-alt"", sans-serif","33","700","Yes","none","repeat","0% 0%","","","marquee-heading","","","","","","",""
"h2","H","1","400","heading","CCR was not tested since the text is hidden from assistive technologies.","","none","1.1","rgb(255, 255, 255)","#000000","rgba(19, 28, 45, 0.75)","#0e1522","""proxima-nova-alt"", sans-serif","33","700","Yes","none","repeat","0% 0%","","","marquee-heading","","","","","","",""
"span","H","1","405","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","4.7","rgb(255, 255, 255)","#999999","rgb(47, 47, 47)","#2f2f2f","""proxima-nova-alt"", sans-serif","18","400","Yes","none","repeat","0% 0%","","","off-screen","","","","","","",""
"span","H","1","408","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","4.7","rgb(255, 255, 255)","#999999","rgb(47, 47, 47)","#2f2f2f","""proxima-nova-alt"", sans-serif","18","400","Yes","none","repeat","0% 0%","","","off-screen","","","","","","",""
"span","H","1","411","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","4.7","rgb(255, 255, 255)","#999999","rgb(47, 47, 47)","#2f2f2f","""proxima-nova-alt"", sans-serif","18","400","Yes","none","repeat","0% 0%","","","off-screen","","","","","","",""
"span","H","1","414","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","4.7","rgb(255, 255, 255)","#999999","rgb(47, 47, 47)","#2f2f2f","""proxima-nova-alt"", sans-serif","18","400","Yes","none","repeat","0% 0%","","","off-screen","","","","","","",""
"a","H","1","427","link","CCR was not tested since the text is hidden from assistive technologies.","","none","8.6","rgb(68, 77, 86)","#444d56","rgb(255,255,255)","#ffffff","""proxima-nova-alt"", sans-serif","15","600","no","none","repeat","0% 0%","https://emergency.publicaffairs.illinois.edu/","","","","","","","","",""
"span","H","1","452","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","6.5","rgb(68, 77, 86)","#444d56","rgb(224, 224, 224)","#e0e0e0","FontAwesome","15","400","no","none","repeat","0% 0%","","","","","display:none;","","","","",""
"span","H","1","457","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","6.5","rgb(68, 77, 86)","#444d56","rgb(224, 224, 224)","#e0e0e0","FontAwesome","15","400","no","none","repeat","0% 0%","","","","","display:none;","","","","",""
"span","H","1","463","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","9.4","rgb(0, 0, 238)","#0000ee","rgb(255, 255, 255)","#ffffff","""proxima-nova-alt"", sans-serif","18","400","Yes","none","repeat","0% 0%","","","","","","","","","",""
"span","H","1","478","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","6.5","rgb(68, 77, 86)","#444d56","rgb(224, 224, 224)","#e0e0e0","FontAwesome","15","400","no","none","repeat","0% 0%","","","","","display:none;","","","","",""
"span","H","1","483","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","6.5","rgb(68, 77, 86)","#444d56","rgb(224, 224, 224)","#e0e0e0","FontAwesome","15","400","no","none","repeat","0% 0%","","","","","display:none;","","","","",""
"span","H","1","504","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","6.5","rgb(68, 77, 86)","#444d56","rgb(224, 224, 224)","#e0e0e0","FontAwesome","15","400","no","none","repeat","0% 0%","","","","","display:none;","","","","",""
"span","H","1","509","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","6.5","rgb(68, 77, 86)","#444d56","rgb(224, 224, 224)","#e0e0e0","FontAwesome","15","400","no","none","repeat","0% 0%","","","","","display:none;","","","","",""
"span","H","1","530","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","6.5","rgb(68, 77, 86)","#444d56","rgb(224, 224, 224)","#e0e0e0","FontAwesome","15","400","no","none","repeat","0% 0%","","","","","display:none;","","","","",""
"span","H","1","535","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","6.5","rgb(68, 77, 86)","#444d56","rgb(224, 224, 224)","#e0e0e0","FontAwesome","15","400","no","none","repeat","0% 0%","","","","","display:none;","","","","",""
"span","H","1","556","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","6.5","rgb(68, 77, 86)","#444d56","rgb(224, 224, 224)","#e0e0e0","FontAwesome","15","400","no","none","repeat","0% 0%","","","","","display:none;","","","","",""
"span","H","1","561","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","6.5","rgb(68, 77, 86)","#444d56","rgb(224, 224, 224)","#e0e0e0","FontAwesome","15","400","no","none","repeat","0% 0%","","","","","display:none;","","","","",""
"span","H","1","585","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","6.5","rgb(68, 77, 86)","#444d56","rgb(224, 224, 224)","#e0e0e0","FontAwesome","15","400","no","none","repeat","0% 0%","","","","","display:none;","","","","",""
"span","H","1","590","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","6.5","rgb(68, 77, 86)","#444d56","rgb(224, 224, 224)","#e0e0e0","FontAwesome","15","400","no","none","repeat","0% 0%","","","","","display:none;","","","","",""
"span","H","1","611","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","6.5","rgb(68, 77, 86)","#444d56","rgb(224, 224, 224)","#e0e0e0","FontAwesome","15","400","no","none","repeat","0% 0%","","","","","display:none;","","","","",""
"span","H","1","616","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","6.5","rgb(68, 77, 86)","#444d56","rgb(224, 224, 224)","#e0e0e0","FontAwesome","15","400","no","none","repeat","0% 0%","","","","","display:none;","","","","",""
"span","H","1","637","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","6.5","rgb(68, 77, 86)","#444d56","rgb(224, 224, 224)","#e0e0e0","FontAwesome","15","400","no","none","repeat","0% 0%","","","","","display:none;","","","","",""
"span","H","1","642","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","6.5","rgb(68, 77, 86)","#444d56","rgb(224, 224, 224)","#e0e0e0","FontAwesome","15","400","no","none","repeat","0% 0%","","","","","display:none;","","","","",""
"span","H","1","663","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","6.5","rgb(68, 77, 86)","#444d56","rgb(224, 224, 224)","#e0e0e0","FontAwesome","15","400","no","none","repeat","0% 0%","","","","","display:none;","","","","",""
"span","H","1","668","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","6.5","rgb(68, 77, 86)","#444d56","rgb(224, 224, 224)","#e0e0e0","FontAwesome","15","400","no","none","repeat","0% 0%","","","","","display:none;","","","","",""
"h1","H","1","706","heading","CCR was not tested since the text is hidden from assistive technologies.","Featured Events and Calendars","contents","8.6","rgb(68, 77, 86)","#444d56","rgb(255,255,255)","#ffffff","""ff-meta-serif-web-pro"", Georgia, serif","42","500","Yes","none","repeat","0% 0%","","","visiblyhidden","","","","home-calendar","","",""
"span","H","1","856","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","6.1","rgb(0, 0, 238)","#0000ee","rgb(255, 192, 203)","#ffc0cb","""proxima-nova-alt"", sans-serif","18","400","Yes","none","repeat","0% 0%","","","visiblyhidden","","","","","","",""
"h2","H","1","859","heading","CCR was not tested since the text is hidden from assistive technologies.","Website Info","contents","1.3","rgb(38, 59, 84)","#263b54","rgb(0, 40, 85)","#002855","""ff-meta-serif-web-pro"", Georgia, serif","23","500","Yes","none","repeat","0% 0%","","","visiblyhidden","","","","","","",""
"h2","H","1","871","heading","CCR was not tested since the text is hidden from assistive technologies.","Illinois Social Media","contents","1.4","rgb(38, 59, 84)","#263b54","rgb(15, 32, 64)","#0f2040","""ff-meta-serif-web-pro"", Georgia, serif","23","500","Yes","none","repeat","0% 0%","","","visiblyhidden","","","","","","",""
"span","H","1","876","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","16.1","rgb(255, 255, 255)","#ffffff","rgb(15, 32, 64)","#0f2040","""proxima-nova-alt"", sans-serif","18","400","Yes","none","repeat","0% 0%","","","visiblyhidden","","","","","","",""
"span","H","1","880","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","16.1","rgb(255, 255, 255)","#ffffff","rgb(15, 32, 64)","#0f2040","""proxima-nova-alt"", sans-serif","18","400","Yes","none","repeat","0% 0%","","","visiblyhidden","","","","","","",""
"span","H","1","884","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","16.1","rgb(255, 255, 255)","#ffffff","rgb(15, 32, 64)","#0f2040","""proxima-nova-alt"", sans-serif","18","400","Yes","none","repeat","0% 0%","","","visiblyhidden","","","","","","",""
"span","H","1","888","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","16.1","rgb(255, 255, 255)","#ffffff","rgb(15, 32, 64)","#0f2040","""proxima-nova-alt"", sans-serif","18","400","Yes","none","repeat","0% 0%","","","visiblyhidden","","","","","","",""
"span","H","1","892","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","16.1","rgb(255, 255, 255)","#ffffff","rgb(15, 32, 64)","#0f2040","""proxima-nova-alt"", sans-serif","18","400","Yes","none","repeat","0% 0%","","","visiblyhidden","","","","","","",""
"span","H","1","896","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","16.1","rgb(255, 255, 255)","#ffffff","rgb(15, 32, 64)","#0f2040","""proxima-nova-alt"", sans-serif","18","400","Yes","none","repeat","0% 0%","","","visiblyhidden","","","","","","",""
"span","H","1","900","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","16.1","rgb(255, 255, 255)","#ffffff","rgb(15, 32, 64)","#0f2040","""proxima-nova-alt"", sans-serif","18","400","Yes","none","repeat","0% 0%","","","visiblyhidden","","","","","","",""
"span","H","1","905","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","1.2","rgb(0, 0, 238)","#0000a7","rgb(15, 32, 64)","#0f2040","""proxima-nova-alt"", sans-serif","18","400","Yes","none","repeat","0% 0%","","","visiblyhidden","","","","","","",""
"h2","H","1","913","heading","CCR was not tested since the text is hidden from assistive technologies.","","none","12","rgb(19, 41, 75)","#13294b","rgb(232, 233, 235)","#e8e9eb","""proxima-nova-alt"", sans-serif","18","700","Yes","none","repeat","0% 0%","","","","","","","ot-pc-title","","",""
"div","H","1","914","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","12","rgb(19, 41, 75)","#13294b","rgb(232, 233, 235)","#e8e9eb","""proxima-nova-alt"", sans-serif","13","400","no","none","repeat","0% 0%","","","","","","","ot-pc-desc","","",""
"a","H","1","916","link","CCR was not tested since the text is hidden from assistive technologies.","More information about your privacy, opens in a new tab","aria-label","3.8","rgb(221, 52, 3)","#dd3403","rgb(232, 233, 235)","#e8e9eb","""proxima-nova-alt"", sans-serif","13","400","no","none","repeat","0% 0%","https://www.vpaa.uillinois.edu/resources/cookies","","privacy-notice-link","","","_blank","","","noopener","More information about your privacy, opens in a new tab"
"button","H","1","917","button","CCR was not tested since the text is hidden from assistive technologies.","","none","4.6","rgb(255, 255, 255)","#ffffff","rgb(221, 52, 3)","#dd3403","""proxima-nova-alt"", sans-serif","12","700","no","none","repeat","0% 0%","","","","","","","accept-recommended-btn-handler","","",""
"h3","H","1","919","heading","CCR was not tested since the text is hidden from assistive technologies.","","none","12","rgb(19, 41, 75)","#13294b","rgb(232, 233, 235)","#e8e9eb","""proxima-nova-alt"", sans-serif","18","700","Yes","none","repeat","0% 0%","","","","","","","ot-category-title","","",""
"h4","H","1","926","heading","CCR was not tested since the text is hidden from assistive technologies.","","none","12","rgb(19, 41, 75)","#13294b","rgb(232, 233, 235)","#e8e9eb","""proxima-nova-alt"", sans-serif","14","600","no","none","repeat","0% 0%","","","ot-cat-header","","","","ot-header-id-C0001","","",""
"div","H","1","927","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","4.8","rgb(56, 96, 190)","#3860be","rgb(232, 233, 235)","#e8e9eb","""proxima-nova-alt"", sans-serif","14","700","no","none","repeat","0% 0%","","","ot-always-active","","","","","","",""
"p","H","1","929","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","14.5","rgb(19, 41, 75)","#13294b","rgb(255, 255, 255)","#ffffff","""proxima-nova-alt"", sans-serif","13","400","no","none","repeat","0% 0%","","","ot-acc-grpdesc ot-category-desc","","","","ot-desc-id-C0001","","",""
"h4","H","1","936","heading","CCR was not tested since the text is hidden from assistive technologies.","","none","12","rgb(19, 41, 75)","#13294b","rgb(232, 233, 235)","#e8e9eb","""proxima-nova-alt"", sans-serif","14","600","no","none","repeat","0% 0%","","","ot-cat-header","","","","ot-header-id-C0002","","",""
"div","H","1","937","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","4.8","rgb(56, 96, 190)","#3860be","rgb(232, 233, 235)","#e8e9eb","""proxima-nova-alt"", sans-serif","14","700","no","none","repeat","0% 0%","","","ot-always-active","","","","","","",""
"p","H","1","939","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","14.5","rgb(19, 41, 75)","#13294b","rgb(255, 255, 255)","#ffffff","""proxima-nova-alt"", sans-serif","13","400","no","none","repeat","0% 0%","","","ot-acc-grpdesc ot-category-desc","","","","ot-desc-id-C0002","","",""
"h4","H","1","946","heading","CCR was not tested since the text is hidden from assistive technologies.","","none","12","rgb(19, 41, 75)","#13294b","rgb(232, 233, 235)","#e8e9eb","""proxima-nova-alt"", sans-serif","14","600","no","none","repeat","0% 0%","","","ot-cat-header","","","","ot-header-id-C0003","","",""
"div","H","1","947","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","4.8","rgb(56, 96, 190)","#3860be","rgb(232, 233, 235)","#e8e9eb","""proxima-nova-alt"", sans-serif","14","700","no","none","repeat","0% 0%","","","ot-always-active","","","","","","",""
"p","H","1","949","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","14.5","rgb(19, 41, 75)","#13294b","rgb(255, 255, 255)","#ffffff","""proxima-nova-alt"", sans-serif","13","400","no","none","repeat","0% 0%","","","ot-acc-grpdesc ot-category-desc","","","","ot-desc-id-C0003","","",""
"h4","H","1","956","heading","CCR was not tested since the text is hidden from assistive technologies.","","none","12","rgb(19, 41, 75)","#13294b","rgb(232, 233, 235)","#e8e9eb","""proxima-nova-alt"", sans-serif","14","600","no","none","repeat","0% 0%","","","ot-cat-header","","","","ot-header-id-C0004","","",""
"div","H","1","957","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","4.8","rgb(56, 96, 190)","#3860be","rgb(232, 233, 235)","#e8e9eb","""proxima-nova-alt"", sans-serif","14","700","no","none","repeat","0% 0%","","","ot-always-active","","","","","","",""
"p","H","1","959","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","14.5","rgb(19, 41, 75)","#13294b","rgb(255, 255, 255)","#ffffff","""proxima-nova-alt"", sans-serif","13","400","no","none","repeat","0% 0%","","","ot-acc-grpdesc ot-category-desc","","","","ot-desc-id-C0004","","",""
"h3","H","1","967","heading","CCR was not tested since the text is hidden from assistive technologies.","","none","12","rgb(19, 41, 75)","#13294b","rgb(232, 233, 235)","#e8e9eb","""proxima-nova-alt"", sans-serif","16","700","no","none","repeat","0% 0%","","","","","","","","","",""
"button","H","1","983","button","CCR was not tested since the text is hidden from assistive technologies.","","none","12","rgb(19, 41, 75)","#13294b","rgb(232, 233, 235)","#e8e9eb","""proxima-nova-alt"", sans-serif","14","700","no","none","repeat","0% 0%","","","","","","","clear-filters-handler","","",""
"span","H","1","990","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","12","rgb(19, 41, 75)","#13294b","rgb(232, 233, 235)","#e8e9eb","""proxima-nova-alt"", sans-serif","13","400","no","none","repeat","0% 0%","","","ot-label-txt","","","","","","",""
"span","H","1","991","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","12","rgb(19, 41, 75)","#13294b","rgb(232, 233, 235)","#e8e9eb","""proxima-nova-alt"", sans-serif","12","400","no","none","repeat","0% 0%","","","ot-label-status","","","","","","",""
"button","H","1","993","button","CCR was not tested since the text is hidden from assistive technologies.","","none","4.6","rgb(255, 255, 255)","#ffffff","rgb(221, 52, 3)","#dd3403","""proxima-nova-alt"", sans-serif","12","700","no","none","repeat","0% 0%","","","","","","","filter-apply-handler","","",""
"button","H","1","994","button","CCR was not tested since the text is hidden from assistive technologies.","","none","4.6","rgb(255, 255, 255)","#ffffff","rgb(221, 52, 3)","#dd3403","""proxima-nova-alt"", sans-serif","12","700","no","none","repeat","0% 0%","","","","","","","filter-cancel-handler","","",""
"span","H","1","999","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","12","rgb(19, 41, 75)","#13294b","rgb(232, 233, 235)","#e8e9eb","""proxima-nova-alt"", sans-serif","13","400","no","none","repeat","0% 0%","","","ot-consent-hdr","","","","","","",""
"span","H","1","1000","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","12","rgb(19, 41, 75)","#13294b","rgb(232, 233, 235)","#e8e9eb","""proxima-nova-alt"", sans-serif","13","400","no","none","repeat","0% 0%","","","ot-li-hdr","","","","","","",""
"span","H","1","1005","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","12","rgb(19, 41, 75)","#13294b","rgb(232, 233, 235)","#e8e9eb","""proxima-nova-alt"", sans-serif","16","400","no","none","repeat","0% 0%","","","ot-label-txt","","","","","","",""
"span","H","1","1006","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","12","rgb(19, 41, 75)","#13294b","rgb(232, 233, 235)","#e8e9eb","""proxima-nova-alt"", sans-serif","12","400","no","none","repeat","0% 0%","","","ot-label-status","","","","","","",""
"span","H","1","1010","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","12","rgb(19, 41, 75)","#13294b","rgb(232, 233, 235)","#e8e9eb","""proxima-nova-alt"", sans-serif","16","400","no","none","repeat","0% 0%","","","ot-label-txt","","","","","","",""
"span","H","1","1011","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","12","rgb(19, 41, 75)","#13294b","rgb(232, 233, 235)","#e8e9eb","""proxima-nova-alt"", sans-serif","12","400","no","none","repeat","0% 0%","","","ot-label-status","","","","","","",""
"span","H","1","1015","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","12","rgb(19, 41, 75)","#13294b","rgb(232, 233, 235)","#e8e9eb","""proxima-nova-alt"", sans-serif","16","400","no","none","repeat","0% 0%","","","ot-label-txt","","","","","","",""
"span","H","1","1016","generic","CCR was not tested since the text is hidden from assistive technologies.","","none","12","rgb(19, 41, 75)","#13294b","rgb(232, 233, 235)","#e8e9eb","""proxima-nova-alt"", sans-serif","12","400","no","none","repeat","0% 0%","","","ot-label-status","","","","","","",""
"button","H","1","1021","button","CCR was not tested since the text is hidden from assistive technologies.","","none","4.6","rgb(255, 255, 255)","#ffffff","rgb(221, 52, 3)","#dd3403","""proxima-nova-alt"", sans-serif","12","700","no","none","repeat","0% 0%","","","save-preference-btn-handler onetrust-close-btn-handler","","","","","","",""
